word,zipf,weight,probability
chart,4.47,29512.09226666384,0.0002905797753370148
mount,4.47,29512.09226666384,0.0002905797753370148
loose,4.46,28840.31503126606,0.0002839653721163083
thick,4.46,28840.31503126606,0.0002839653721163083
threw,4.46,28840.31503126606,0.0002839653721163083
argue,4.46,28840.31503126606,0.0002839653721163083
files,4.46,28840.31503126606,0.0002839653721163083
awful,4.46,28840.31503126606,0.0002839653721163083
moral,4.46,28840.31503126606,0.0002839653721163083
hills,4.46,28840.31503126606,0.0002839653721163083
bound,4.46,28840.31503126606,0.0002839653721163083
shock,4.46,28840.31503126606,0.0002839653721163083
cloud,4.46,28840.31503126606,0.0002839653721163083
gross,4.45,28183.82931264455,0.0002775015310946239
uncle,4.45,28183.82931264455,0.0002775015310946239
flash,4.45,28183.82931264455,0.0002775015310946239
